ID,Type,Time,percent
PHOSL_VLDL_5_mg_d_l,EDTA,8,-30.79946604
TG_LDL_1_mg_d_l,EDTA,2,-3.981868127
TG_LDL_1_mg_d_l,EDTA,4,-4.690560042
TG_LDL_1_mg_d_l,EDTA,6,-4.536632495
TG_LDL_1_mg_d_l,EDTA,8,-6.010727523
TG_LDL_2_mg_d_l,EDTA,2,-2.049896711
TG_LDL_2_mg_d_l,EDTA,4,-1.860519089
TG_LDL_2_mg_d_l,EDTA,6,-1.108012361
TG_LDL_2_mg_d_l,EDTA,8,-1.021495499
TG_LDL_3_mg_d_l,EDTA,2,-1.097383118
TG_LDL_3_mg_d_l,EDTA,4,-1.419441319
TG_LDL_3_mg_d_l,EDTA,6,-2.551014244
TG_LDL_3_mg_d_l,EDTA,8,-3.762135922
TG_LDL_4_mg_d_l,EDTA,2,5.254119745
TG_LDL_4_mg_d_l,EDTA,4,7.092840666
TG_LDL_4_mg_d_l,EDTA,6,8.597989758
TG_LDL_4_mg_d_l,EDTA,8,11.32158334
TG_LDL_5_mg_d_l,EDTA,2,8.429380738
TG_LDL_5_mg_d_l,EDTA,4,15.31280855
TG_LDL_5_mg_d_l,EDTA,6,18.88077051
TG_LDL_5_mg_d_l,EDTA,8,23.80474241
TG_LDL_6_mg_d_l,EDTA,2,4.598291019
TG_LDL_6_mg_d_l,EDTA,4,11.09418358
TG_LDL_6_mg_d_l,EDTA,6,15.64761174
TG_LDL_6_mg_d_l,EDTA,8,18.37591556
CHOL_LDL_1_mg_d_l,EDTA,2,-1.564610678
CHOL_LDL_1_mg_d_l,EDTA,4,-1.344666589
CHOL_LDL_1_mg_d_l,EDTA,6,0.466460563
CHOL_LDL_1_mg_d_l,EDTA,8,1.193737933
CHOL_LDL_2_mg_d_l,EDTA,2,-0.316397452
CHOL_LDL_2_mg_d_l,EDTA,4,-16.46290634
CHOL_LDL_2_mg_d_l,EDTA,6,-12.73966461
CHOL_LDL_2_mg_d_l,EDTA,8,-12.31287787
CHOL_LDL_3_mg_d_l,EDTA,2,2.808470292
CHOL_LDL_3_mg_d_l,EDTA,4,4.446852371
CHOL_LDL_3_mg_d_l,EDTA,6,8.046293205
CHOL_LDL_3_mg_d_l,EDTA,8,10.99299565
CHOL_LDL_4_mg_d_l,EDTA,2,6.05061744
CHOL_LDL_4_mg_d_l,EDTA,4,9.208819304
CHOL_LDL_4_mg_d_l,EDTA,6,11.90056557
CHOL_LDL_4_mg_d_l,EDTA,8,15.56730908
CHOL_LDL_5_mg_d_l,EDTA,2,10.69238197
CHOL_LDL_5_mg_d_l,EDTA,4,19.30570273
CHOL_LDL_5_mg_d_l,EDTA,6,23.53177886
CHOL_LDL_5_mg_d_l,EDTA,8,30.2849514
CHOL_LDL_6_mg_d_l,EDTA,2,9.30346661
CHOL_LDL_6_mg_d_l,EDTA,4,18.26493638
CHOL_LDL_6_mg_d_l,EDTA,6,24.94583819
CHOL_LDL_6_mg_d_l,EDTA,8,30.70108891
fCHOL_LDL_1_mg_d_l,EDTA,2,0.355656101
fCHOL_LDL_1_mg_d_l,EDTA,4,2.363132051
fCHOL_LDL_1_mg_d_l,EDTA,6,6.804387691
fCHOL_LDL_1_mg_d_l,EDTA,8,10.07006127
fCHOL_LDL_2_mg_d_l,EDTA,2,2.524497351
fCHOL_LDL_2_mg_d_l,EDTA,4,7.195743363
fCHOL_LDL_2_mg_d_l,EDTA,6,12.75973715
fCHOL_LDL_2_mg_d_l,EDTA,8,0.153935984
fCHOL_LDL_3_mg_d_l,EDTA,2,3.978770874
fCHOL_LDL_3_mg_d_l,EDTA,4,5.331657467
fCHOL_LDL_3_mg_d_l,EDTA,6,9.750063127
fCHOL_LDL_3_mg_d_l,EDTA,8,13.07002002
fCHOL_LDL_4_mg_d_l,EDTA,2,6.831004582
fCHOL_LDL_4_mg_d_l,EDTA,4,10.18193352
fCHOL_LDL_4_mg_d_l,EDTA,6,14.08536119
fCHOL_LDL_4_mg_d_l,EDTA,8,18.32509906
fCHOL_LDL_5_mg_d_l,EDTA,2,10.18317022
fCHOL_LDL_5_mg_d_l,EDTA,4,17.24626495
fCHOL_LDL_5_mg_d_l,EDTA,6,22.24908423
fCHOL_LDL_5_mg_d_l,EDTA,8,28.99335419
fCHOL_LDL_6_mg_d_l,EDTA,2,9.854448673
fCHOL_LDL_6_mg_d_l,EDTA,4,18.37978246
fCHOL_LDL_6_mg_d_l,EDTA,6,27.11155382
fCHOL_LDL_6_mg_d_l,EDTA,8,34.46996141
PHOSL_LDL_1_mg_d_l,EDTA,2,-2.548670511
PHOSL_LDL_1_mg_d_l,EDTA,4,-3.35601519
PHOSL_LDL_1_mg_d_l,EDTA,6,-2.332949309
PHOSL_LDL_1_mg_d_l,EDTA,8,-2.52918412
PHOSL_LDL_2_mg_d_l,EDTA,2,-2.051457962
PHOSL_LDL_2_mg_d_l,EDTA,4,0.466616616
PHOSL_LDL_2_mg_d_l,EDTA,6,1.953253486
PHOSL_LDL_2_mg_d_l,EDTA,8,-17.51212223
PHOSL_LDL_3_mg_d_l,EDTA,2,2.153983741
PHOSL_LDL_3_mg_d_l,EDTA,4,3.272167849
PHOSL_LDL_3_mg_d_l,EDTA,6,6.272828287
PHOSL_LDL_3_mg_d_l,EDTA,8,8.764696072
PHOSL_LDL_4_mg_d_l,EDTA,2,5.334353555
PHOSL_LDL_4_mg_d_l,EDTA,4,8.050745708
PHOSL_LDL_4_mg_d_l,EDTA,6,10.44227205
PHOSL_LDL_4_mg_d_l,EDTA,8,13.65369059
PHOSL_LDL_5_mg_d_l,EDTA,2,9.881218798
PHOSL_LDL_5_mg_d_l,EDTA,4,17.86717198
PHOSL_LDL_5_mg_d_l,EDTA,6,21.80276529
PHOSL_LDL_5_mg_d_l,EDTA,8,28.21055574
PHOSL_LDL_6_mg_d_l,EDTA,2,7.745048276
PHOSL_LDL_6_mg_d_l,EDTA,4,15.98745492
PHOSL_LDL_6_mg_d_l,EDTA,6,22.09017543
PHOSL_LDL_6_mg_d_l,EDTA,8,27.39892172
ApoB_LDL_1_mg_d_l,EDTA,2,-1.681106325
ApoB_LDL_1_mg_d_l,EDTA,4,-2.096363139
ApoB_LDL_1_mg_d_l,EDTA,6,-0.459092904
ApoB_LDL_1_mg_d_l,EDTA,8,-0.231980397
ApoB_LDL_2_mg_d_l,EDTA,2,-0.724196035
ApoB_LDL_2_mg_d_l,EDTA,4,2.60643229
ApoB_LDL_2_mg_d_l,EDTA,6,4.624277457
ApoB_LDL_2_mg_d_l,EDTA,8,-12.47883747
ApoB_LDL_3_mg_d_l,EDTA,2,2.60078853
ApoB_LDL_3_mg_d_l,EDTA,4,4.159204458
ApoB_LDL_3_mg_d_l,EDTA,6,7.331635879
ApoB_LDL_3_mg_d_l,EDTA,8,10.38014478
ApoB_LDL_4_mg_d_l,EDTA,2,6.2313041
ApoB_LDL_4_mg_d_l,EDTA,4,9.671737531
ApoB_LDL_4_mg_d_l,EDTA,6,12.81577439
ApoB_LDL_4_mg_d_l,EDTA,8,16.90278235
ApoB_LDL_5_mg_d_l,EDTA,2,10.80812612
ApoB_LDL_5_mg_d_l,EDTA,4,19.19129387
ApoB_LDL_5_mg_d_l,EDTA,6,23.65861901
ApoB_LDL_5_mg_d_l,EDTA,8,30.28793825
ApoB_LDL_6_mg_d_l,EDTA,2,8.362959054
ApoB_LDL_6_mg_d_l,EDTA,4,17.2735269
ApoB_LDL_6_mg_d_l,EDTA,6,23.39803717
ApoB_LDL_6_mg_d_l,EDTA,8,28.97296646
TG_HDL_1_mg_d_l,EDTA,2,6.855864318
TG_HDL_1_mg_d_l,EDTA,4,8.091428461
TG_HDL_1_mg_d_l,EDTA,6,9.681046821
TG_HDL_1_mg_d_l,EDTA,8,11.9384661
TG_HDL_2_mg_d_l,EDTA,2,6.092632888
TG_HDL_2_mg_d_l,EDTA,4,7.493687771
TG_HDL_2_mg_d_l,EDTA,6,9.356261023
TG_HDL_2_mg_d_l,EDTA,8,12.75390865
TG_HDL_3_mg_d_l,EDTA,2,4.729872227
TG_HDL_3_mg_d_l,EDTA,4,7.302942522
TG_HDL_3_mg_d_l,EDTA,6,9.707651883
TG_HDL_3_mg_d_l,EDTA,8,14.49301984
TG_HDL_4_mg_d_l,EDTA,2,1.156218348
TG_HDL_4_mg_d_l,EDTA,4,0.935038704
TG_HDL_4_mg_d_l,EDTA,6,0.458946536
TG_HDL_4_mg_d_l,EDTA,8,2.795767357
CHOL_HDL_1_mg_d_l,EDTA,2,3.828021239
