ID,Draw,Centrifugation,Freeze,PreCent,PostCent,TTF
S2606,10/12/2021 08:57,10/12/2021 11:06,10/12/2021 12:16,2.15,1.166666667,3.316666667
S2041,20/10/2022 11:00,20/10/2022 13:09,20/10/2022 14:03,2.15,0.9,3.05
S2107,12/10/2022 08:24,12/10/2022 10:33,12/10/2022 11:27,2.15,0.9,3.05
S2475,14/07/2022 12:26,14/07/2022 14:35,14/07/2022 15:05,2.15,0.5,2.65
S2522,11/07/2022 08:39,11/07/2022 10:49,11/07/2022 13:24,2.166666667,2.583333333,4.75
S2497,13/07/2022 08:22,13/07/2022 10:33,13/07/2022 11:33,2.183333333,1,3.183333333
S1917,22/11/2022 08:10,22/11/2022 10:21,22/11/2022 11:17,2.183333333,0.933333333,3.116666667
S2285,18/08/2022 13:28,18/08/2022 15:39,18/08/2022 16:13,2.183333333,0.566666667,2.75
S1989,03/11/2022 11:49,03/11/2022 14:01,03/11/2022 14:52,2.2,0.85,3.05
S2024,25/10/2022 11:39,25/10/2022 13:51,25/10/2022 14:17,2.2,0.433333333,2.633333333
S2113,11/10/2022 10:29,11/10/2022 12:42,11/10/2022 14:32,2.216666667,1.833333333,4.05
S2185,21/09/2022 12:01,21/09/2022 14:14,21/09/2022 14:33,2.216666667,0.316666667,2.533333333
S1971,08/11/2022 11:47,08/11/2022 14:01,08/11/2022 15:20,2.233333333,1.316666667,3.55
S2509,12/07/2022 09:53,12/07/2022 12:08,12/07/2022 13:02,2.25,0.9,3.15
S2234,01/09/2022 09:48,01/09/2022 12:04,01/09/2022 12:54,2.266666667,0.833333333,3.1
S2242,30/08/2022 11:49,30/08/2022 14:05,30/08/2022 14:50,2.266666667,0.75,3.016666667
S2255,26/08/2022 10:43,26/08/2022 12:59,26/08/2022 13:32,2.266666667,0.55,2.816666667
S2331,05/08/2022 12:06,05/08/2022 14:22,05/08/2022 14:51,2.266666667,0.483333333,2.75
S1987,03/11/2022 11:59,03/11/2022 14:16,03/11/2022 14:52,2.283333333,0.6,2.883333333
S2166,27/09/2022 11:39,27/09/2022 13:56,27/09/2022 14:28,2.283333333,0.533333333,2.816666667
S2098,12/10/2022 13:28,12/10/2022 15:46,12/10/2022 16:27,2.3,0.683333333,2.983333333
S2011,01/11/2022 11:26,01/11/2022 13:45,01/11/2022 15:03,2.316666667,1.3,3.616666667
S2527,08/07/2022 09:10,08/07/2022 11:29,08/07/2022 12:00,2.316666667,0.516666667,2.833333333
S2229,01/09/2022 12:27,01/09/2022 14:46,01/09/2022 15:16,2.316666667,0.5,2.816666667
S2296,17/08/2022 08:46,17/08/2022 11:05,17/08/2022 11:33,2.316666667,0.466666667,2.783333333
S2297,17/08/2022 08:46,17/08/2022 11:05,17/08/2022 11:33,2.316666667,0.466666667,2.783333333
S2488,13/07/2022 12:40,13/07/2022 14:59,13/07/2022 15:27,2.316666667,0.466666667,2.783333333
S2175,26/09/2022 11:38,26/09/2022 13:57,26/09/2022 14:24,2.316666667,0.45,2.766666667
S2572,25/01/2022 10:50,25/01/2022 13:10,25/01/2022 13:51,2.333333333,0.683333333,3.016666667
S2209,12/09/2022 08:14,12/09/2022 10:34,12/09/2022 11:10,2.333333333,0.6,2.933333333
S2298,17/08/2022 08:45,17/08/2022 11:05,17/08/2022 11:33,2.333333333,0.466666667,2.8
S2457,18/07/2022 11:45,18/07/2022 14:06,18/07/2022 16:39,2.35,2.55,4.9
S2635,29/03/2021 08:25,29/03/2021 10:46,29/03/2021 12:51,2.35,2.083333333,4.433333333
S2339,04/08/2022 11:37,04/08/2022 13:58,04/08/2022 14:56,2.35,0.966666667,3.316666667
S2629,16/08/2021 12:20,16/08/2021 14:41,16/08/2021 15:30,2.35,0.816666667,3.166666667
S2323,08/08/2022 13:37,08/08/2022 15:58,08/08/2022 16:45,2.35,0.783333333,3.133333333
S1903,23/11/2022 10:46,23/11/2022 13:07,23/11/2022 13:53,2.35,0.766666667,3.116666667
S2145,04/10/2022 10:24,04/10/2022 12:46,04/10/2022 14:13,2.366666667,1.45,3.816666667
S2431,20/07/2022 13:16,20/07/2022 15:38,20/07/2022 16:27,2.366666667,0.816666667,3.183333333
S1863,05/12/2022 10:01,05/12/2022 12:24,05/12/2022 14:05,2.383333333,1.683333333,4.066666667
S2550,04/07/2022 13:33,04/07/2022 15:56,04/07/2022 16:28,2.383333333,0.533333333,2.916666667
S2547,05/07/2022 08:09,05/07/2022 10:33,05/07/2022 12:44,2.4,2.183333333,4.583333333
S2257,26/08/2022 09:17,26/08/2022 11:41,26/08/2022 13:11,2.4,1.5,3.9
S2137,05/10/2022 10:27,05/10/2022 12:51,05/10/2022 14:18,2.4,1.45,3.85
S1900,24/11/2022 10:38,24/11/2022 13:03,24/11/2022 15:19,2.416666667,2.266666667,4.683333333
S1804,22/12/2022 11:22,22/12/2022 13:47,22/12/2022 14:26,2.416666667,0.65,3.066666667
S2311,11/08/2022 10:33,11/08/2022 12:59,11/08/2022 16:05,2.433333333,3.1,5.533333333
S2441,20/07/2022 09:44,20/07/2022 12:10,20/07/2022 14:18,2.433333333,2.133333333,4.566666667
S2278,22/08/2022 10:30,22/08/2022 12:56,22/08/2022 14:31,2.433333333,1.583333333,4.016666667
S2177,23/09/2022 12:40,23/09/2022 15:06,23/09/2022 16:09,2.433333333,1.05,3.483333333
S2152,29/09/2022 10:52,29/09/2022 13:19,29/09/2022 14:34,2.45,1.25,3.7
S2125,06/10/2022 11:21,06/10/2022 13:48,06/10/2022 14:59,2.45,1.183333333,3.633333333
S2202,13/09/2022 07:00,13/09/2022 09:27,13/09/2022 10:33,2.45,1.1,3.55
S1988,03/11/2022 11:50,03/11/2022 14:17,03/11/2022 14:52,2.45,0.583333333,3.033333333
S2023,25/10/2022 13:01,25/10/2022 15:29,25/10/2022 16:07,2.466666667,0.633333333,3.1
S2329,08/08/2022 09:30,08/08/2022 11:59,08/08/2022 14:54,2.483333333,2.916666667,5.4
S2309,11/08/2022 12:20,11/08/2022 14:49,11/08/2022 16:05,2.483333333,1.266666667,3.75
S1940,15/11/2022 10:58,15/11/2022 13:27,15/11/2022 14:00,2.483333333,0.55,3.033333333
S2476,14/07/2022 12:06,14/07/2022 14:35,14/07/2022 15:05,2.483333333,0.5,2.983333333
S2312,11/08/2022 10:29,11/08/2022 12:59,11/08/2022 16:05,2.5,3.1,5.6
S1890,28/11/2022 10:41,28/11/2022 13:11,28/11/2022 14:17,2.5,1.1,3.6
S2423,21/07/2022 10:00,21/07/2022 12:30,21/07/2022 13:00,2.5,0.5,3
S2276,22/08/2022 11:19,22/08/2022 13:50,22/08/2022 16:52,2.516666667,3.033333333,5.55
S2171,26/09/2022 13:18,26/09/2022 15:49,26/09/2022 16:27,2.516666667,0.633333333,3.15
S2557,04/07/2022 09:30,04/07/2022 12:01,04/07/2022 12:31,2.516666667,0.5,3.016666667
S2574,18/01/2022 07:00,18/01/2022 09:32,18/01/2022 12:18,2.533333333,2.766666667,5.3
S2275,22/08/2022 12:30,22/08/2022 15:02,22/08/2022 16:52,2.533333333,1.833333333,4.366666667
S2350,03/08/2022 10:00,03/08/2022 12:32,03/08/2022 13:53,2.533333333,1.35,3.883333333
S2535,06/07/2022 11:22,06/07/2022 13:54,06/07/2022 14:36,2.533333333,0.7,3.233333333
S2157,28/09/2022 11:56,28/09/2022 14:28,28/09/2022 15:03,2.533333333,0.583333333,3.116666667
S2438,20/07/2022 10:30,20/07/2022 13:03,20/07/2022 14:18,2.55,1.25,3.8
S2489,13/07/2022 12:26,13/07/2022 14:59,13/07/2022 15:27,2.55,0.466666667,3.016666667
S2079,17/10/2022 11:27,17/10/2022 14:01,17/10/2022 15:33,2.566666667,1.533333333,4.1
S2324,08/08/2022 13:24,08/08/2022 15:58,08/08/2022 16:45,2.566666667,0.783333333,3.35
S2536,06/07/2022 11:20,06/07/2022 13:54,06/07/2022 14:36,2.566666667,0.7,3.266666667
S1996,03/11/2022 08:33,03/11/2022 11:07,03/11/2022 11:41,2.566666667,0.566666667,3.133333333
S2391,26/07/2022 10:33,26/07/2022 13:08,26/07/2022 16:01,2.583333333,2.883333333,5.466666667
S2080,17/10/2022 11:25,17/10/2022 14:00,17/10/2022 15:33,2.583333333,1.55,4.133333333
S2432,20/07/2022 13:03,20/07/2022 15:38,20/07/2022 16:27,2.583333333,0.816666667,3.4
S2605,10/12/2021 08:57,10/12/2021 11:32,10/12/2021 12:16,2.583333333,0.733333333,3.316666667
S2184,21/09/2022 12:24,21/09/2022 14:59,21/09/2022 15:22,2.583333333,0.383333333,2.966666667
S2625,13/09/2021 07:00,13/09/2021 09:36,13/09/2021 10:53,2.6,1.283333333,3.883333333
S1859,06/12/2022 07:00,06/12/2022 09:36,06/12/2022 10:34,2.6,0.966666667,3.566666667
S2288,18/08/2022 10:06,18/08/2022 12:42,18/08/2022 13:09,2.6,0.45,3.05
S2088,14/10/2022 07:00,14/10/2022 09:37,14/10/2022 10:38,2.616666667,1.016666667,3.633333333
S2211,08/09/2022 11:27,08/09/2022 14:04,08/09/2022 14:30,2.616666667,0.433333333,3.05
S2442,20/07/2022 09:32,20/07/2022 12:10,20/07/2022 14:18,2.633333333,2.133333333,4.766666667
S2428,21/07/2022 08:51,21/07/2022 11:29,21/07/2022 12:09,2.633333333,0.666666667,3.3
S2120,10/10/2022 11:07,10/10/2022 13:46,10/10/2022 15:10,2.65,1.4,4.05
S2126,06/10/2022 11:10,06/10/2022 13:49,06/10/2022 14:59,2.65,1.166666667,3.816666667
S2003,02/11/2022 12:00,02/11/2022 14:39,02/11/2022 15:36,2.65,0.95,3.6
S2342,04/08/2022 08:19,04/08/2022 10:58,04/08/2022 11:51,2.65,0.883333333,3.533333333
S2587,23/12/2021 13:01,23/12/2021 15:40,23/12/2021 16:31,2.65,0.85,3.5
S2588,23/12/2021 13:01,23/12/2021 15:40,23/12/2021 16:31,2.65,0.85,3.5
S2586,23/12/2021 13:02,23/12/2021 15:41,23/12/2021 16:31,2.65,0.833333333,3.483333333
S2301,16/08/2022 12:15,16/08/2022 14:54,16/08/2022 15:17,2.65,0.383333333,3.033333333
S2444,20/07/2022 09:30,20/07/2022 12:10,20/07/2022 14:18,2.666666667,2.133333333,4.8
S1834,14/12/2022 10:08,14/12/2022 12:48,14/12/2022 14:13,2.666666667,1.416666667,4.083333333
S2251,29/08/2022 10:26,29/08/2022 13:07,29/08/2022 14:32,2.683333333,1.416666667,4.1
S2510,12/07/2022 09:36,12/07/2022 12:18,12/07/2022 14:19,2.7,2.016666667,4.716666667
S2114,11/10/2022 10:00,11/10/2022 12:42,11/10/2022 14:32,2.7,1.833333333,4.533333333
S2204,12/09/2022 11:28,12/09/2022 14:10,12/09/2022 15:21,2.7,1.183333333,3.883333333
S2511,12/07/2022 09:25,12/07/2022 12:08,12/07/2022 13:02,2.716666667,0.9,3.616666667
S2230,01/09/2022 11:22,01/09/2022 14:05,01/09/2022 14:40,2.716666667,0.583333333,3.3
S2300,16/08/2022 12:46,16/08/2022 15:29,16/08/2022 15:56,2.716666667,0.45,3.166666667
S2292,17/08/2022 13:00,17/08/2022 15:43,17/08/2022 16:04,2.716666667,0.35,3.066666667
S1958,10/11/2022 09:18,10/11/2022 12:02,10/11/2022 13:29,2.733333333,1.45,4.183333333
S1805,22/12/2022 11:03,22/12/2022 13:47,22/12/2022 14:26,2.733333333,0.65,3.383333333
S2451,19/07/2022 09:57,19/07/2022 12:42,19/07/2022 14:12,2.75,1.5,4.25
S2523,08/07/2022 11:39,08/07/2022 14:24,08/07/2022 15:07,2.75,0.716666667,3.466666667
S2015,28/10/2022 07:00,28/10/2022 09:45,28/10/2022 09:54,2.75,0.15,2.9
S2392,26/07/2022 10:22,26/07/2022 13:08,26/07/2022 16:01,2.766666667,2.883333333,5.65
S2074,18/10/2022 07:00,18/10/2022 09:46,18/10/2022 11:08,2.766666667,1.366666667,4.133333333
S2433,20/07/2022 12:51,20/07/2022 15:38,20/07/2022 16:27,2.783333333,0.816666667,3.6
S2271,23/08/2022 11:03,23/08/2022 13:51,23/08/2022 15:42,2.8,1.85,4.65
S2632,20/07/2021 07:00,20/07/2021 09:48,20/07/2021 10:44,2.8,0.933333333,3.733333333
S2189,20/09/2022 10:13,20/09/2022 13:01,20/09/2022 13:55,2.8,0.9,3.7
S1893,25/11/2022 09:55,25/11/2022 12:43,25/11/2022 13:07,2.8,0.4,3.2
S2274,22/08/2022 12:53,22/08/2022 15:42,22/08/2022 17:30,2.816666667,1.8,4.616666667
S2317,10/08/2022 12:12,10/08/2022 15:01,10/08/2022 16:32,2.816666667,1.516666667,4.333333333
S2252,29/08/2022 10:18,29/08/2022 13:07,29/08/2022 14:32,2.816666667,1.416666667,4.233333333
S2028,24/10/2022 11:15,24/10/2022 14:05,24/10/2022 14:47,2.833333333,0.7,3.533333333
S2306,15/08/2022 12:00,15/08/2022 14:50,15/08/2022 15:26,2.833333333,0.6,3.433333333
S2195,14/09/2022 10:54,14/09/2022 13:45,14/09/2022 15:46,2.85,2.016666667,4.866666667
S1898,24/11/2022 11:32,24/11/2022 14:23,24/11/2022 15:19,2.85,0.933333333,3.783333333
S2590,22/12/2021 09:29,22/12/2021 12:21,22/12/2021 13:56,2.866666667,1.583333333,4.45
S2081,17/10/2022 11:09,17/10/2022 14:01,17/10/2022 15:33,2.866666667,1.533333333,4.4
S2006,02/11/2022 09:57,02/11/2022 12:51,02/11/2022 15:36,2.9,2.75,5.65
S2151,29/09/2022 11:40,29/09/2022 14:34,29/09/2022 16:40,2.9,2.1,5
S2224,05/09/2022 09:52,05/09/2022 12:46,05/09/2022 14:10,2.9,1.4,4.3
S2347,03/08/2022 11:28,03/08/2022 14:22,03/08/2022 15:03,2.9,0.683333333,3.583333333
S2115,11/10/2022 09:47,11/10/2022 12:42,11/10/2022 14:32,2.916666667,1.833333333,4.75
S2620,18/10/2021 07:00,18/10/2021 09:55,18/10/2021 11:15,2.916666667,1.333333333,4.25
S2621,18/10/2021 07:00,18/10/2021 09:55,18/10/2021 11:15,2.916666667,1.333333333,4.25
S2240,31/08/2022 10:59,31/08/2022 13:54,31/08/2022 15:05,2.916666667,1.183333333,4.1
S2124,06/10/2022 12:17,06/10/2022 15:12,06/10/2022 16:08,2.916666667,0.933333333,3.85
S1978,07/11/2022 11:05,07/11/2022 14:00,07/11/2022 14:51,2.916666667,0.85,3.766666667
S2414,21/07/2022 12:05,21/07/2022 15:00,21/07/2022 15:44,2.916666667,0.733333333,3.65
S2241,31/08/2022 07:50,31/08/2022 10:45,31/08/2022 11:27,2.916666667,0.7,3.616666667
S2261,25/08/2022 09:45,25/08/2022 12:40,25/08/2022 13:15,2.916666667,0.583333333,3.5
S2524,08/07/2022 11:28,08/07/2022 14:24,08/07/2022 15:07,2.933333333,0.716666667,3.65
S2032,21/10/2022 13:16,21/10/2022 16:12,21/10/2022 16:45,2.933333333,0.55,3.483333333
S2465,15/07/2022 11:53,15/07/2022 14:49,15/07/2022 15:18,2.933333333,0.483333333,3.416666667
S1800,28/12/2022 12:19,28/12/2022 15:16,28/12/2022 16:10,2.95,0.9,3.85
S2435,20/07/2022 12:41,20/07/2022 15:38,20/07/2022 16:27,2.95,0.816666667,3.766666667
S1938,15/11/2022 12:55,15/11/2022 15:52,15/11/2022 16:21,2.95,0.483333333,3.433333333
S2208,12/09/2022 08:41,12/09/2022 11:39,12/09/2022 12:50,2.966666667,1.183333333,4.15
S2220,05/09/2022 11:59,05/09/2022 14:57,05/09/2022 15:32,2.966666667,0.583333333,3.55
S2458,18/07/2022 11:07,18/07/2022 14:06,18/07/2022 16:39,2.983333333,2.55,5.533333333
S2121,10/10/2022 10:47,10/10/2022 13:46,10/10/2022 15:10,2.983333333,1.4,4.383333333
S1856,07/12/2022 10:49,07/12/2022 13:49,07/12/2022 14:25,3,0.6,3.6
S2158,28/09/2022 11:28,28/09/2022 14:28,28/09/2022 15:03,3,0.583333333,3.583333333
S2426,21/07/2022 09:30,21/07/2022 12:30,21/07/2022 13:00,3,0.5,3.5
S2603,10/12/2021 10:54,10/12/2021 13:54,10/12/2021 14:21,3,0.45,3.45
S1990,03/11/2022 11:00,03/11/2022 14:01,03/11/2022 14:52,3.016666667,0.85,3.866666667
S2262,25/08/2022 09:39,25/08/2022 12:40,25/08/2022 13:15,3.016666667,0.583333333,3.6
S2415,21/07/2022 11:58,21/07/2022 15:00,21/07/2022 15:44,3.033333333,0.733333333,3.766666667
S2540,05/07/2022 10:58,05/07/2022 14:01,05/07/2022 16:46,3.05,2.75,5.8
S2235,01/09/2022 09:01,01/09/2022 12:04,01/09/2022 12:54,3.05,0.833333333,3.883333333
S2320,09/08/2022 12:36,09/08/2022 15:39,09/08/2022 16:03,3.05,0.4,3.45
S2440,20/07/2022 10:00,20/07/2022 13:04,20/07/2022 14:18,3.066666667,1.233333333,4.3
S1919,22/11/2022 07:00,22/11/2022 10:04,22/11/2022 11:17,3.066666667,1.216666667,4.283333333
S2610,10/12/2021 08:02,10/12/2021 11:06,10/12/2021 12:16,3.066666667,1.166666667,4.233333333
S2370,28/07/2022 12:44,28/07/2022 15:49,28/07/2022 17:33,3.083333333,1.733333333,4.816666667
S1881,29/11/2022 13:08,29/11/2022 16:13,29/11/2022 17:01,3.083333333,0.8,3.883333333
S2086,14/10/2022 10:43,14/10/2022 13:49,14/10/2022 16:14,3.1,2.416666667,5.516666667
S1934,17/11/2022 10:02,17/11/2022 13:08,17/11/2022 14:18,3.1,1.166666667,4.266666667
S2269,24/08/2022 07:00,24/08/2022 10:07,24/08/2022 10:33,3.116666667,0.433333333,3.55
S2384,27/07/2022 11:00,27/07/2022 14:09,27/07/2022 15:36,3.15,1.45,4.6
S1915,22/11/2022 10:13,22/11/2022 13:24,22/11/2022 14:16,3.183333333,0.866666667,4.05
S1892,25/11/2022 10:58,25/11/2022 14:09,25/11/2022 14:31,3.183333333,0.366666667,3.55
S2325,08/08/2022 13:12,08/08/2022 16:23,08/08/2022 16:45,3.183333333,0.366666667,3.55
S2007,02/11/2022 09:39,02/11/2022 12:51,02/11/2022 15:36,3.2,2.75,5.95
S2192,16/09/2022 11:16,16/09/2022 14:28,16/09/2022 16:38,3.2,2.166666667,5.366666667
S1864,05/12/2022 09:12,05/12/2022 12:24,05/12/2022 14:05,3.2,1.683333333,4.883333333
S2326,08/08/2022 13:11,08/08/2022 16:23,08/08/2022 16:45,3.2,0.366666667,3.566666667
S1826,15/12/2022 09:00,15/12/2022 12:13,15/12/2022 14:35,3.216666667,2.366666667,5.583333333
S1959,10/11/2022 08:48,10/11/2022 12:02,10/11/2022 13:29,3.233333333,1.45,4.683333333
S2272,23/08/2022 10:36,23/08/2022 13:51,23/08/2022 15:42,3.25,1.85,5.1
S2082,17/10/2022 10:46,17/10/2022 14:01,17/10/2022 15:33,3.25,1.533333333,4.783333333
S2190,20/09/2022 09:46,20/09/2022 13:01,20/09/2022 13:55,3.25,0.9,4.15
S2205,12/09/2022 11:16,12/09/2022 14:31,12/09/2022 15:21,3.25,0.833333333,4.083333333
S1812,21/12/2022 12:15,21/12/2022 15:31,21/12/2022 16:31,3.266666667,1,4.266666667
S2307,15/08/2022 11:46,15/08/2022 15:02,15/08/2022 15:26,3.266666667,0.4,3.666666667
S2569,26/01/2022 10:18,26/01/2022 13:35,26/01/2022 14:18,3.283333333,0.716666667,4
S2334,05/08/2022 07:54,05/08/2022 11:11,05/08/2022 11:40,3.283333333,0.483333333,3.766666667
S1821,15/12/2022 12:09,15/12/2022 15:26,15/12/2022 15:53,3.283333333,0.45,3.733333333
S2395,26/07/2022 08:06,26/07/2022 11:24,26/07/2022 16:01,3.3,4.616666667,7.916666667
S2552,04/07/2022 11:48,04/07/2022 15:07,04/07/2022 16:28,3.316666667,1.35,4.666666667
S2159,28/09/2022 11:09,28/09/2022 14:28,28/09/2022 15:03,3.316666667,0.583333333,3.9
S2146,04/10/2022 09:26,04/10/2022 12:46,04/10/2022 14:13,3.333333333,1.45,4.783333333
S2638,10/08/2020 07:00,10/08/2020 10:21,10/08/2020 11:22,3.35,1.016666667,4.366666667
S2100,12/10/2022 12:25,12/10/2022 15:46,12/10/2022 16:27,3.35,0.683333333,4.033333333
S1935,17/11/2022 09:46,17/11/2022 13:08,17/11/2022 14:18,3.366666667,1.166666667,4.533333333
S2565,24/02/2022 07:00,24/02/2022 10:22,24/02/2022 10:59,3.366666667,0.616666667,3.983333333
S2127,06/10/2022 10:24,06/10/2022 13:47,06/10/2022 14:59,3.383333333,1.2,4.583333333
S2231,01/09/2022 10:42,01/09/2022 14:05,01/09/2022 14:40,3.383333333,0.583333333,3.966666667
S2466,15/07/2022 11:26,15/07/2022 14:49,15/07/2022 15:18,3.383333333,0.483333333,3.866666667
S2529,07/07/2022 12:54,07/07/2022 16:18,07/07/2022 17:06,3.4,0.8,4.2
S2287,18/08/2022 10:50,18/08/2022 14:15,18/08/2022 14:45,3.416666667,0.5,3.916666667
S2313,11/08/2022 09:34,11/08/2022 13:00,11/08/2022 16:05,3.433333333,3.083333333,6.516666667
S2607,10/12/2021 08:06,10/12/2021 11:32,10/12/2021 12:16,3.433333333,0.733333333,4.166666667
S2537,06/07/2022 10:28,06/07/2022 13:54,06/07/2022 14:36,3.433333333,0.7,4.133333333
S2608,10/12/2021 08:05,10/12/2021 11:32,10/12/2021 12:16,3.45,0.733333333,4.183333333
S2409,22/07/2022 07:19,22/07/2022 10:47,22/07/2022 12:18,3.466666667,1.516666667,4.983333333
S1997,03/11/2022 07:00,03/11/2022 10:28,03/11/2022 11:06,3.466666667,0.633333333,4.1
S2609,10/12/2021 08:03,10/12/2021 11:32,10/12/2021 12:16,3.483333333,0.733333333,4.216666667
S1796,30/12/2022 11:19,30/12/2022 14:48,30/12/2022 15:04,3.483333333,0.266666667,3.75
S2530,07/07/2022 10:26,07/07/2022 13:57,07/07/2022 14:57,3.516666667,1,4.516666667
S2591,21/12/2021 09:18,21/12/2021 12:50,21/12/2021 14:03,3.533333333,1.216666667,4.75
S2592,21/12/2021 09:18,21/12/2021 12:50,21/12/2021 14:03,3.533333333,1.216666667,4.75
S2448,19/07/2022 11:14,19/07/2022 14:46,19/07/2022 15:10,3.533333333,0.4,3.933333333
S2443,20/07/2022 09:30,20/07/2022 13:03,20/07/2022 14:18,3.55,1.25,4.8
S2593,21/12/2021 09:17,21/12/2021 12:50,21/12/2021 14:03,3.55,1.216666667,4.766666667
S2108,12/10/2022 07:00,12/10/2022 10:33,12/10/2022 11:27,3.55,0.9,4.45
S2348,03/08/2022 10:49,03/08/2022 14:22,03/08/2022 15:03,3.55,0.683333333,4.233333333
S1939,15/11/2022 12:23,15/11/2022 15:56,15/11/2022 16:21,3.55,0.416666667,3.966666667
S2460,18/07/2022 10:30,18/07/2022 14:05,18/07/2022 16:39,3.583333333,2.566666667,6.15
S2128,06/10/2022 10:12,06/10/2022 13:47,06/10/2022 14:59,3.583333333,1.2,4.783333333
S2512,12/07/2022 08:32,12/07/2022 12:08,12/07/2022 13:02,3.6,0.9,4.5
S2101,12/10/2022 12:08,12/10/2022 15:46,12/10/2022 16:27,3.633333333,0.683333333,4.316666667
S1798,30/12/2022 09:07,30/12/2022 12:45,30/12/2022 13:24,3.633333333,0.65,4.283333333
S2085,14/10/2022 12:01,14/10/2022 15:39,14/10/2022 16:14,3.633333333,0.583333333,4.216666667
S2553,04/07/2022 11:28,04/07/2022 15:07,04/07/2022 16:28,3.65,1.35,5
S2206,12/09/2022 10:51,12/09/2022 14:31,12/09/2022 15:21,3.666666667,0.833333333,4.5
S2319,10/08/2022 09:17,10/08/2022 12:59,10/08/2022 14:09,3.7,1.166666667,4.866666667
S1827,15/12/2022 08:30,15/12/2022 12:13,15/12/2022 14:35,3.716666667,2.366666667,6.083333333
S2148,04/10/2022 09:03,04/10/2022 12:46,04/10/2022 14:13,3.716666667,1.45,5.166666667
S1874,01/12/2022 11:19,01/12/2022 15:02,01/12/2022 16:08,3.716666667,1.1,4.816666667
S2459,18/07/2022 10:41,18/07/2022 14:25,18/07/2022 16:39,3.733333333,2.233333333,5.966666667
S2538,06/07/2022 10:10,06/07/2022 13:54,06/07/2022 14:36,3.733333333,0.7,4.433333333
S2225,02/09/2022 10:49,02/09/2022 14:34,02/09/2022 16:01,3.75,1.45,5.2
S2245,30/08/2022 08:50,30/08/2022 12:35,30/08/2022 13:10,3.75,0.583333333,4.333333333
S2349,03/08/2022 10:36,03/08/2022 14:22,03/08/2022 15:03,3.766666667,0.683333333,4.45
S2095,13/10/2022 10:50,13/10/2022 14:36,13/10/2022 15:10,3.766666667,0.566666667,4.333333333
S2604,10/12/2021 10:08,10/12/2021 13:54,10/12/2021 14:21,3.766666667,0.45,4.216666667
S2267,24/08/2022 09:07,24/08/2022 12:54,24/08/2022 13:53,3.783333333,0.983333333,4.766666667
S2461,18/07/2022 10:18,18/07/2022 14:06,18/07/2022 16:39,3.8,2.55,6.35
S2253,29/08/2022 09:19,29/08/2022 13:07,29/08/2022 14:32,3.8,1.416666667,5.216666667
S2160,28/09/2022 10:40,28/09/2022 14:28,28/09/2022 15:03,3.8,0.583333333,4.383333333
S1844,09/12/2022 09:26,09/12/2022 13:15,09/12/2022 13:57,3.816666667,0.7,4.516666667
S2462,18/07/2022 10:16,18/07/2022 14:06,18/07/2022 16:39,3.833333333,2.55,6.383333333
S1979,07/11/2022 10:10,07/11/2022 14:00,07/11/2022 14:51,3.833333333,0.85,4.683333333
S2221,05/09/2022 11:07,05/09/2022 14:57,05/09/2022 15:32,3.833333333,0.583333333,4.416666667
S2008,02/11/2022 08:59,02/11/2022 12:51,02/11/2022 15:36,3.866666667,2.75,6.616666667
S2153,29/09/2022 09:27,29/09/2022 13:19,29/09/2022 14:34,3.866666667,1.25,5.116666667
S1901,24/11/2022 10:31,24/11/2022 14:23,24/11/2022 15:19,3.866666667,0.933333333,4.8
S1806,22/12/2022 09:55,22/12/2022 13:47,22/12/2022 14:26,3.866666667,0.65,4.516666667
S2467,15/07/2022 10:57,15/07/2022 14:49,15/07/2022 15:18,3.866666667,0.483333333,4.35
S1924,21/11/2022 11:19,21/11/2022 15:13,21/11/2022 16:13,3.9,1,4.9
S2180,22/09/2022 10:05,22/09/2022 13:59,22/09/2022 14:42,3.9,0.716666667,4.616666667
S2531,07/07/2022 10:02,07/07/2022 13:57,07/07/2022 14:57,3.916666667,1,4.916666667
S2161,28/09/2022 10:33,28/09/2022 14:28,28/09/2022 15:03,3.916666667,0.583333333,4.5
S2265,24/08/2022 11:44,24/08/2022 15:39,24/08/2022 16:12,3.916666667,0.55,4.466666667
S2279,22/08/2022 09:53,22/08/2022 13:50,22/08/2022 16:52,3.95,3.033333333,6.983333333
S2417,21/07/2022 11:03,21/07/2022 15:00,21/07/2022 15:44,3.95,0.733333333,4.683333333
S2097,13/10/2022 10:39,13/10/2022 14:36,13/10/2022 15:10,3.95,0.566666667,4.516666667
S2390,26/07/2022 11:00,26/07/2022 14:59,26/07/2022 16:01,3.983333333,1.033333333,5.016666667
S2029,24/10/2022 10:04,24/10/2022 14:05,24/10/2022 14:47,4.016666667,0.7,4.716666667
S2463,18/07/2022 10:02,18/07/2022 14:05,18/07/2022 16:39,4.05,2.566666667,6.616666667
S2162,28/09/2022 10:25,28/09/2022 14:28,28/09/2022 15:03,4.05,0.583333333,4.633333333
S2281,19/08/2022 11:00,19/08/2022 15:03,19/08/2022 15:35,4.05,0.533333333,4.583333333
S2314,11/08/2022 08:30,11/08/2022 12:34,11/08/2022 16:05,4.066666667,3.516666667,7.583333333
S2310,11/08/2022 10:44,11/08/2022 14:48,11/08/2022 16:05,4.066666667,1.283333333,5.35
S2542,05/07/2022 09:56,05/07/2022 14:01,05/07/2022 16:46,4.083333333,2.75,6.833333333
